"1","1","Subil","সুবিল","subilup.comilla.gov.bd"
"2","1","North Gunaighor","উত্তর গুনাইঘর","gunaighornorthup.comilla.gov.bd"
"3","1","South Gunaighor","দক্ষিণ গুনাইঘর","gunaighorsouth.comilla.gov.bd"
"4","1","Boroshalghor","বড়শালঘর","boroshalghorup.comilla.gov.bd"
"5","1","Rajameher","রাজামেহার","rajameherup.comila.gov.bd"
"6","1","Yousufpur","ইউসুফপুর","yousufpurup.comilla.gov.bd"
"7","1","Rasulpur","রসুলপুর","rasulpurup.comilla.gov.bd"
"8","1","Fatehabad","ফতেহাবাদ","fatehabadup.comilla.gov.bd"
"9","1","Elahabad","এলাহাবাদ","elahabadup.comilla.gov.bd"
"10","1","Jafargonj","জাফরগঞ্জ","jafargonjup.comilla.gov.bd"
"11","1","Dhampti","ধামতী","dhamptiup.comilla.gov.bd"
"12","1","Mohanpur","মোহনপুর","mohanpurup.comilla.gov.bd"
"13","1","Vani","ভানী","vaniup.comilla.gov.bd"
"14","1","Barkamta","বরকামতা","barkamtaup.comilla.gov.bd"
"15","1","Sultanpur","সুলতানপুর","sultanpurup.comilla.gov.bd"
"16","2","Aganagar","আগানগর","aganagarup.comilla.gov.bd"
"17","2","Bhabanipur","ভবানীপুর","bhabanipurup.comilla.gov.bd"
"18","2","North Khoshbas","উত্তর খোশবাস","khoshbasnorthup.comilla.gov.bd"
"19","2","South Khoshbas","দক্ষিন খোশবাস","khoshbassouthup.comilla.gov.bd"
"20","2","Jhalam","ঝলম","jhalamup.comilla.gov.bd"
"21","2","Chitodda","চিতড্ডা","chitoddaup.comilla.gov.bd"
"22","2","North Shilmuri","উত্তর শিলমুড়ি","shilmurinorthup.comilla.gov.bd"
"23","2","South Shilmuri","দক্ষিন শিলমুড়ি","shilmurisouthup.comilla.gov.bd"
"24","2","Galimpur","গালিমপুর","galimpurup.comilla.gov.bd"
"25","2","Shakpur","শাকপুর","shakpurup.comilla.gov.bd"
"26","2","Bhaukshar","ভাউকসার","bhauksharup.comilla.gov.bd"
"27","2","Adda","আড্ডা","addaup.comilla.gov.bd"
"28","2","Adra","আদ্রা","adraup.comilla.gov.bd"
"29","2","Payalgacha","পয়ালগাছা","payalgachaup.comilla.gov.bd"
"30","2","Laxmipur","লক্ষীপুর","laxmipurup.comilla.gov.bd"
"31","3","Shidli","শিদলাই","shidliup.comilla.gov.bd"
"32","3","Chandla","চান্দলা","chandlaup.comilla.gov.bd"
"33","3","Shashidal","শশীদল","shashidalup.comilla.gov.bd"
"34","3","Dulalpur","দুলালপুর","dulalpurup2.comilla.gov.bd"
"35","3","Brahmanpara Sadar","ব্রাহ্মনপাড়া সদর","brahmanparasadarup.comilla.gov.bd"
"36","3","Shahebabad","সাহেবাবাদ","shahebabadup.comilla.gov.bd"
"37","3","Malapara","মালাপাড়া","malaparaup.comilla.gov.bd"
"38","3","Madhabpur","মাধবপুর","madhabpurup.comilla.gov.bd"
"39","4","Shuhilpur","সুহিলপুর","shuhilpurup.comilla.gov.bd"
"40","4","Bataghashi","বাতাঘাসি","bataghashiup.comilla.gov.bd"
"41","4","Joag","জোয়াগ","joagup.comilla.gov.bd"
"42","4","Borcarai","বরকরই","borcaraiup.comilla.gov.bd"
"43","4","Madhaiya","মাধাইয়া","madhaiyaup.comilla.gov.bd"
