"1","1","Comilla","কুমিল্লা","23.4682747","91.1788135","www.comilla.gov.bd"
"2","1","Feni","ফেনী","23.023231","91.3840844","www.feni.gov.bd"
"3","1","Brahmanbaria","ব্রাহ্মণবাড়িয়া","23.9570904","91.1119286","www.brahmanbaria.gov.bd"
"4","1","Rangamati","রাঙ্গামাটি","22.65561018","92.17541121","www.rangamati.gov.bd"
"5","1","Noakhali","নোয়াখালী","22.869563","91.099398","www.noakhali.gov.bd"
"6","1","Chandpur","চাঁদপুর","23.2332585","90.6712912","www.chandpur.gov.bd"
"7","1","Lakshmipur","লক্ষ্মীপুর","22.942477","90.841184","www.lakshmipur.gov.bd"
"8","1","Chattogram","চট্টগ্রাম","22.335109","91.834073","www.chittagong.gov.bd"
"9","1","Coxsbazar","কক্সবাজার","21.44315751","91.97381741","www.coxsbazar.gov.bd"
"10","1","Khagrachhari","খাগড়াছড়ি","23.119285","91.984663","www.khagrachhari.gov.bd"
"11","1","Bandarban","বান্দরবান","22.1953275","92.2183773","www.bandarban.gov.bd"
"12","2","Sirajganj","সিরাজগঞ্জ","24.4533978","89.7006815","www.sirajganj.gov.bd"
"13","2","Pabna","পাবনা","23.998524","89.233645","www.pabna.gov.bd"
"14","2","Bogura","বগুড়া","24.8465228","89.377755","www.bogra.gov.bd"
"15","2","Rajshahi","রাজশাহী","24.37230298","88.56307623","www.rajshahi.gov.bd"
"16","2","Natore","নাটোর","24.420556","89.000282","www.natore.gov.bd"
"17","2","Joypurhat","জয়পুরহাট","25.09636876","89.04004280","www.joypurhat.gov.bd"
"18","2","Chapainawabganj","চাঁপাইনবাবগঞ্জ","24.5965034","88.2775122","www.chapainawabganj.gov.bd"
"19","2","Naogaon","নওগাঁ","24.83256191","88.92485205","www.naogaon.gov.bd"
"20","3","Jashore","যশোর","23.16643","89.2081126","www.jessore.gov.bd"
"21","3","Satkhira","সাতক্ষীরা",NULL,NULL,"www.satkhira.gov.bd"
"22","3","Meherpur","মেহেরপুর","23.762213","88.631821","www.meherpur.gov.bd"
"23","3","Narail","নড়াইল","23.172534","89.512672","www.narail.gov.bd"
"24","3","Chuadanga","চুয়াডাঙ্গা","23.6401961","88.841841","www.chuadanga.gov.bd"
"25","3","Kushtia","কুষ্টিয়া","23.901258","89.120482","www.kushtia.gov.bd"
"26","3","Magura","মাগুরা","23.487337","89.419956","www.magura.gov.bd"
"27","3","Khulna","খুলনা","22.815774","89.568679","www.khulna.gov.bd"
"28","3","Bagerhat","বাগেরহাট","22.651568","89.785938","www.bagerhat.gov.bd"
"29","3","Jhenaidah","ঝিনাইদহ","23.5448176","89.1539213","www.jhenaidah.gov.bd"
"30","4","Jhalakathi","ঝালকাঠি",NULL,NULL,"www.jhalakathi.gov.bd"
"31","4","Patuakhali","পটুয়াখালী","22.3596316","90.3298712","www.patuakhali.gov.bd"
"32","4","Pirojpur","পিরোজপুর",NULL,NULL,"www.pirojpur.gov.bd"
"33","4","Barisal","বরিশাল",NULL,NULL,"www.barisal.gov.bd"
"34","4","Bhola","ভোলা","22.685923","90.648179","www.bhola.gov.bd"
"35","4","Barguna","বরগুনা",NULL,NULL,"www.barguna.gov.bd"
"36","5","Sylhet","সিলেট","24.8897956","91.8697894","www.sylhet.gov.bd"
"37","5","Moulvibazar","মৌলভীবাজার","24.482934","91.777417","www.moulvibazar.gov.bd"
"38","5","Habiganj","হবিগঞ্জ","24.374945","91.41553","www.habiganj.gov.bd"
"39","5","Sunamganj","সুনামগঞ্জ","25.0658042","91.3950115","www.sunamganj.gov.bd"
"40","6","Narsingdi","নরসিংদী","23.932233","90.71541","www.narsingdi.gov.bd"
"41","6","Gazipur","গাজীপুর","24.0022858","90.4264283","www.gazipur.gov.bd"
"42","6","Shariatpur","শরীয়তপুর",NULL,NULL,"www.shariatpur.gov.bd"
"43","6","Narayanganj","নারায়ণগঞ্জ","23.63366","90.496482","www.narayanganj.gov.bd"
"44","6","Tangail","টাঙ্গাইল",24.26361358,89.91794786,"www.tangail.gov.bd"
"45","6","Kishoreganj","কিশোরগঞ্জ","24.444937","90.776575","www.kishoreganj.gov.bd"
"46","6","Manikganj","মানিকগঞ্জ",NULL,NULL,"www.manikganj.gov.bd"
"47","6","Dhaka","ঢাকা","23.7115253","90.4111451","www.dhaka.gov.bd"
"48","6","Munshiganj","মুন্সিগঞ্জ",NULL,NULL,"www.munshiganj.gov.bd"
"49","6","Rajbari","রাজবাড়ী","23.7574305","89.6444665","www.rajbari.gov.bd"
"50","6","Madaripur","মাদারীপুর","23.164102","90.1896805","www.madaripur.gov.bd"
"51","6","Gopalganj","গোপালগঞ্জ","23.0050857","89.8266059","www.gopalganj.gov.bd"
"52","6","Faridpur","ফরিদপুর","23.6070822","89.8429406","www.faridpur.gov.bd"
"53","7","Panchagarh","পঞ্চগড়","26.3411","88.5541606","www.panchagarh.gov.bd"
"54","7","Dinajpur","দিনাজপুর","25.6217061","88.6354504","www.dinajpur.gov.bd"
"55","7","Lalmonirhat","লালমনিরহাট",NULL,NULL,"www.lalmonirhat.gov.bd"
"56","7","Nilphamari","নীলফামারী","25.931794","88.856006","www.nilphamari.gov.bd"
